usat :/picture-gallery/travel/flights/2014/07/16/scenes-from-the-2014-farnborough-airshow/12738299/
usat :/story/todayinthesky/2014/08/14/the-50-longest-airline-routes-from-the-us-and-canada/14046697/
usat :/picture-gallery/travel/cruises/2014/09/25/highlights-of-a-river-cruise-from-paris-to-normandy
usat :/story/todayinthesky/2014/10/05/airbus-a380-routes-to-the-us-surge-in-2014/16599483/
usat :/story/todayinthesky/2014/07/30/womancampfitch.com-dies-on-us-airways-honolulu-phoenix-redeye-
usat :/story/todayinthesky/2014/09/08/new-paint-jobs-rumored-for-southwest-frontier-planes/15272833/
usat :/travel/destinations/
usat :/story/travel/flights/2014/10/13/airplane-germs/17044509/
usat :/media/cinematic/gallery/13982425/
usat :/story/todayinthesky/2014/09/12/officials-dont-worry-about-that-fighter-jet-at-dc-airport/1553
usat :/picture-gallery/travel/flights/2014/09/30/air-china-takes-delivery-of-boeings-747-8i/16473619
usat :/story/todayinthesky/2014/08/01/united-airlines-headquarters-hit-by-bedbugs/13473907/
usat :/story/travel/columnist/hobica/2014/06/10/carry-on-luggage-bag-size-limits/10246511/
usat :/story/travel/destinations/10greatplaces/2014/07/25/10-best-us-history-sites/13105615/
usat :/story/travel/columnist/seaney/2014/10/07/thanksgiving-flight/16814535/
usat :/picture-gallery/travel/cruises/2014/07/03/cruise-ship-tours-carnival-imagination/11893613/
usat :/picture-gallery/travel/destinations/2014/08/21/we-still-love-the-poconos/14390647/
usat :/picture-gallery/travel/flights/2014/01/30/boeing-unveils-seattle-seahawks-747/5051881/
usat :/media/cinematic/gallery/14390647/
usat :/story/travel/destinations/2014/08/25/ken-burns-glacier-national-park/14555323/
usat :/picture-gallery/travel/destinations/2014/09/12/photo-tour-beautiful-connecticut/15377235/
usat :/picture-gallery/travel/destinations/2014/07/25/photo-tour-beautiful-michigan/12948709/
usat :/picture-gallery/travel/destinations/10greatplaces/2014/09/25/forests-perfect-for-a-fall-visit
usat :/story/todayinthesky/2014/04/16/us-airways-no-one-fired-for-honest-mistake-on-lewd-photo/77758
usat :/picture-gallery/travel/destinations/2014/07/30/amazing-unesco-world-heritage-sites-in-north-a
usat :/traveltips.usatoday.com/minimum-age-requirement-renting-hotel-rooms-61923.html
usat :/picture-gallery/travel/destinations/2014/08/08/photo-tour-beautiful-illinois/13626891/
usat :/story/todayinthesky/2014/09/16/the-worlds-strangest-looking-airplane-turns-20/15703969/
usat :/picture-gallery/travel/destinations/10greatplaces/2014/06/05/americas-most-scenic-roads/10004
usat :/picture-gallery/travel/destinations/2014/08/20/secret-seaside-escapes-for-a-final-summer-flin
usat :/traveltips.usatoday.com/toiletries-can-bring-carry-bag-airplane-102585.html
usat :/picture-gallery/travel/destinations/10greatplaces/2014/10/09/best-places-to-catch-a-concert/1
usat :/picture-gallery/travel/flights/2013/01/18/the-new-look-of-american-airlines/1844883/
usat :/picture-gallery/travel/destinations/2014/07/31/photo-tour-beautiful-rhode-island/13357395/
usat :/picture-gallery/travel/hotels/2014/08/05/asian-hotels-push-the-luxe-envelope/13574855/
usat :/picture-gallery/travel/destinations/10greatplaces/2014/09/04/hidden-in-plain-sight-destinatio
usat :/travel/alliance/flights/boardingarea/post/2012/03/flying-with-fish---has-bellroy-designed-a-p
usat :/picture-gallery/travel/destinations/2014/09/24/10-most-romantic-coastal-destinations/16150209
usat :/picture-gallery/travel/destinations/10greatplaces/2014/08/28/thrill-seekers-meet-their-match-
usat :/picture-gallery/travel/cruises/2014/06/23/photo-tour-the-hottest-new-cruise-ships-on-order/11
usat :/picture-gallery/travel/cruises/2014/08/15/japan-cruise-is-smooth-sailing/14053637/
usat :/story/travel/hotels/2014/08/14/hotel-booking-tips/14006883/
usat :/picture-gallery/travel/destinations/2014/07/18/photo-tour-beautiful-new-jersey/12669081/
usat :/story/todayinthesky/2014/08/18/fist-fight-between-pilot-attendant-delays-saudia-flight/142259
usat :/travel/hotels/
usat :/story/todayinthesky/2014/05/15/fbi-drunken-flier-gropes-3-on-uk-bound-us-airways-flight/91189
usat :/story/travel/destinations/2014/02/04/beautiful-state-photo-tour/5205215/
usat :/story/cruiselog/2014/08/26/quantum-of-the-seas-royal-caribbean/14623333/
usat :/videos/travel/news/2014/09/26/16258165/
usat :/media/cinematic/gallery/14607605/
usat :/picture-gallery/travel/destinations/10greatplaces/2014/10/02/drink-in-culture-at-these-histor
usat :/picture-gallery/travel/flights/2013/12/23/first-look-americans-new-airbus-a321-transcontinent
usat :/story/travel/flights/2014/08/07/5-myths-about-air-marshals/13724331/
usat :/primary-flex/picture-gallery/travel/cruises/2014/09/15/cruise-ship-tour-the-early-icons-of-th
usat :/media/cinematic/gallery/12948709/
usat :/story/todayinthesky/2014/07/25/united-pullout-will-leave-kansas-capital-with-no-flights/13146
usat :/story/todayinthesky/2014/09/27/cancellations-mount-as-chicago-flight-woes-drag-into-saturday/
usat :/videos/travel/destinations/2014/08/25/14336695/
usat :/picture-gallery/travel/destinations/2014/01/13/beautiful-colorado-50-postcard-perfect-images/
usat :/picture-gallery/travel/destinations/10greatplaces/2014/09/18/amazing-places-to-see-wildlife/1
usat :/picture-gallery/travel/flights/2013/05/13/richard-bransons-best-publicity-stunts/2155245/
usat :/picture-gallery/travel/your-take-stories/2014/07/21/your-take-travel-souvenirs-from-around-th
usat :/picture-gallery/travel/flights/2014/09/25/airbus-completes-maiden-flight-of-a320neo/16199407/
usat :/picture-gallery/travel/flights/2014/07/09/air-new-zealand-is-1st-to-get-boeings-new-stretch-7
usat :/story/travel/flights/2014/06/27/boeings-1500th-747-not-your-mothers-jumbo-jet/11397925/
usat :/story/travel/flights/2014/09/14/soiled-seats-airline-complaints-ebola-epidemic/15407881/
usat :/travel/deals/
usat :/media/cinematic/gallery/12439351/
usat :/picture-gallery/travel/flights/2014/07/23/new-terminal-part-of-major-overhaul-at-salt-lake-ci
usat :/videos/travel/flights/2014/07/11/12523447/
usat :/traveltips.usatoday.com/rules-medication-airplane-102553.html
usat :/travel/experience/
usat :/story/travel/flights/2014/09/03/knee-defender-reclining-seat-fight/15025351/
usat :/story/travel/hotels/2014/08/28/5-myths-about-all-inclusives/14586483/
usat :/story/travel/destinations/2014/09/11/las-vegas-myths/15395157/
usat :/picture-gallery/travel/flights/2014/07/02/southwest-goes-international-scenes-from-its-caribb
usat :/story/travel/destinations/2014/10/01/tiny-house-for-rent/16489423/
usat :/traveltips.usatoday.com/early-should-airport-domestic-flight-61860.html
usat :/picture-gallery/travel/destinations/2014/08/22/photo-tour-beautiful-north-dakota/14329893/
usat :/story/travel/destinations/2014/08/04/ken-burns-yosemite-national-park/13563949/
usat :/media/cinematic/gallery/15667383/
usat :/picture-gallery/travel/destinations/10greatplaces/2014/07/31/food-festivals-across-the-usa/13
usat :/picture-gallery/travel/destinations/2014/08/07/why-you-should-visit-vienna-now/13672703/
usat :/picture-gallery/travel/destinations/2014/05/08/photo-tour-beautiful-arizona/5354873/
usat :/story/todayinthesky/2014/08/15/secretary-of-state-flies-united-after-air-force-757-breaks-dow
usat :/traveltips.usatoday.com/calculate-total-toll-trip-12156.html
usat :/picture-gallery/travel/cruises/2014/10/02/revamped-spaces-on-the-crystal-symphony/16576009/
usat :/picture-gallery/travel/destinations/2014/04/21/awe-inspiring-hiking-trails/7968699/
usat :/picture-gallery/travel/destinations/2014/09/04/camping-in-the-clouds-at-the-broadmoors-new-re
usat :/travel/flights/gallery/korean_air_unveils_a380_superjumbo_jet
usat :/primary-flex/picture-gallery/travel/destinations/2014/08/25/these-rentals-bring-the-wizard-of
usat :/traveltips.usatoday.com/enterprise-requirements-renting-car-62736.html
usat :/picture-gallery/travel/destinations/2014/04/18/beautiful-unesco-world-heritage-sites/4532413/
usat :/picture-gallery/travel/destinations/2014/07/10/photo-tour-beautiful-alaska/10198361/
usat :/picture-gallery/travel/destinations/2014/07/18/nova-star-ferry-connects-maine-and-nova-scotia
usat :/story/travel/columnist/seaney/2014/08/26/cheap-airfare-plane-ticket/14573015/
usat :/picture-gallery/travel/flights/2014/03/13/british-airways-in-photos/6360035/
usat :/story/todayinthesky/2014/09/29/qantas-bumps-out-delta-for-longest-flight-to-depart-usa/164514
usat :/story/travel/destinations/2014/07/28/ken-burns-yellowstone-national-park/13269525/
usat :/story/travel/destinations/10greatplaces/2014/07/18/10-best-beaches/12682361/
usat :/story/travel/flights/2014/10/05/minimum-airline-seat-standards/16587213/
usat :/picture-gallery/travel/cruises/2014/06/25/first-look-new-viking-ocean-cruises-ship-takes-to-w
usat :/traveltips.usatoday.com/airline-rules-liquids-1592.html
usat :/travel/roadwarriors/
usat :/videos/travel/2014/10/02/16613057/
usat :/story/travel/destinations/2014/09/03/live-webcams-top-travel-destinations/15007075/
usat :/traveltips.usatoday.com/top-10-haunted-houses-illinois-100942.html
usat :/story/travel/columnist/hobica/2014/02/18/airline-change-fee/5557383/
usat :/story/travel/flights/2014/08/25/flight-etiquette-unruly-flier/14563699/
usat :/traveltips.usatoday.com/positive-negative-effects-tourism-63336.html
usat :/story/travel/columnist/mcgee/2014/09/24/airplane-reclining-seat-pitch-width/16105491/
usat :/picture-gallery/travel/destinations/2014/05/21/americas-best-zoos/8990495/
usat :/media/cinematic/gallery/13982425/the-50-longest-airline-routes-from-the-usa-and-canada/
usat :/traveltips.usatoday.com/can-bring-disposable-razor-carryon-luggage-61804.html
usat :/traveltips.usatoday.com/beach-warning-flags-mean-61015.html
usat :/picture-gallery/travel/cruises/2014/02/05/photo-tour-new-cruise-ships-debuting-in-2014/522102
usat :/primary-flex/picture-gallery/travel/destinations/2014/07/30/amazing-unesco-world-heritage-sit
usat :/picture-gallery/travel/destinations/10greatplaces/2014/08/21/ice-cream-shops-serve-up-surpris
usat :/story/todayinthesky/2014/10/10/hazmat-crews-board-us-airways-flight-after-fliers-ebola-joke/1
usat :/story/todayinthesky/2014/09/29/chicago-flight-woes-spill-into-monday/16418013/
usat :/travel/flight-tracker/
usat :/story/travel/columnist/burbank/2014/07/30/priceline-hotel-star-rating-system/13325857/
usat :/story/travel/destinations/2014/08/11/ken-burns-rocky-mountain-national-park/13886117/
usat :/story/travel/columnist/hobica/2014/08/19/credit-card-travel-insurance-policy/14241701/
usat :/media/cinematic/gallery/15282213/
usat :/picture-gallery/travel/destinations/2014/09/05/photo-tour-beautiful-oklahoma/14952531/
usat :/picture-gallery/travel/destinations/2014/08/07/best-places-to-swim-with-sharks/13726203/
usat :/picture-gallery/travel/destinations/2014/08/25/these-rentals-bring-the-wizard-of-oz-to-life/1
usat :/story/travel/hotels/2014/09/03/pet-dog-friendly-hotel/14972079/
usat :/story/travel/columnist/cox/2014/08/03/pilots-favorite-planes/13287283/
usat :/picture-gallery/travel/destinations/2013/11/12/prettiest-european-cities/3509345/
usat :/picture-gallery/travel/destinations/2014/01/02/most-romantic-north-american-destinations/4288
usat :/traveltips.usatoday.com/airline-travel-regulations-toiletries-1591.html
usat :/picture-gallery/travel/destinations/2014/08/28/top-travel-deals-for-fall/14745245/
usat :/picture-gallery/travel/destinations/2014/08/01/wild-horses-roam-nevada-resort/13414087/
usat :/picture-gallery/travel/flights/2014/07/15/dubai-airport-soars-in-rankings-of-worlds-busiest/1
usat :/story/travel/destinations/10greatplaces/2014/06/05/best-us-road-trips/9958951/
usat :/picture-gallery/travel/destinations/2014/06/19/photo-tour-beautiful-montana/10162759/
usat :/media/cinematic/gallery/12787721/
usat :/story/travel/columnist/hobica/2014/07/22/flight-delay-cancellation-rule-240/12956525/
usat :/media/cinematic/gallery/3961845/
usat :/story/cruiselog/2014/09/17/cruise-ship-tours-carnival-classics/15623267/
usat :/story/todayinthesky/2014/07/24/dad-says-southwest-removed-him-from-flight-over-twitter-gripe/
usat :/picture-gallery/travel/2014/08/25/10best-readers-choice-best-international-skyline/14552949/
usat :/picture-gallery/travel/destinations/2014/08/01/10best-readers-choice-best-wine-region-to-visi
usat :/picture-gallery/travel/destinations/2013/03/23/photo-tour-10-best-theme-parks-in-orlando/2012
usat :/story/travel/destinations/2014/08/18/ken-burns-great-smoky-mountains-national-park/14124469/
usat :/picture-gallery/travel/2012/11/05/the-boeing-787-flies-for-united-airlines/1682829/
usat :/story/todayinthesky/2014/09/16/spirit-picks-flamboyant-yellow-as-us-airlines-repaint-planes/1
usat :/story/travel/destinations/2014/08/28/shoulder-season-vacation-deal-destination/14742885/
usat :/topic/5e7f3783-3925-4483-b9d0-fed33169d7be/ask-the-captain/
usat :/story/travel/columnist/hobica/2014/10/14/best-transcontinental-airline-flight/17208981/
usat :/story/travel/destinations/2013/03/24/10-best-theme-parks-in-orlando/2012843/
usat :/traveltips.usatoday.com/unlock-threedigit-combo-master-luggage-lock-109482.html
usat :/media/cinematic/gallery/13414087/
usat :/picture-gallery/travel/destinations/2013/01/18/adults-only-caribbean-all-inclusives-sell-sun-
usat :/topic/d796ee39-e3bc-4c61-99bc-26b9f57800ed/the-bucket-list/
usat :/story/travel/advice/2013/04/04/passport-101-how-to-apply-renew-or-replace/2051177/
usat :/picture-gallery/travel/destinations/2014/02/27/beautiful-new-york-in-40-postcard-perfect-imag
usat :/story/travel/flights/2014/08/20/tsa-pre-check-application-center/14292137/
usat :/primary-flex/picture-gallery/travel/columnist/greatamericanbites/2014/07/30/tasty-italian-inv
usat :/videos/travel/destinations/2014/08/04/13226373/
usat :/story/todayinthesky/2014/08/21/us-airways-retires-its-last-boeing-737-400/14380103/
usat :/picture-gallery/travel/destinations/2014/04/10/photo-tour-beautiful-oregon/7459243/
usat :/traveltips.usatoday.com/cheapest-way-buy-euros-63017.html
usat :/story/travel/columnist/greatamericanbites/2014/08/14/bojangles-fried-chicken-biscuits/1400060
usat :/picture-gallery/travel/cruises/2014/06/18/the-hottest-new-cruise-ships-of-2014/10728169/
usat :/media/cinematic/gallery/14609307/first-look-inside-royal-caribbeans-new-quantum-of-the-seas/
usat :/picture-gallery/travel/2013/03/11/the-best-reviewed-hotels-in-chicago/1966613/
usat :/picture-gallery/travel/flights/2014/05/04/etihad-airways-rolls-out-luxurious-bed-and-bath-sui
usat :/traveltips.usatoday.com/swollen-ankles-feet-after-airline-travel-17285.html
usat :/primary-flex/picture-gallery/travel/flights/2014/08/12/the-50-longest-airlines-routes-from-th
usat :/videos/travel/destinations/2014/07/28/13226389/
usat :/picture-gallery/travel/destinations/2014/01/21/hawaii-in-50-postcard-perfect-images/4391847/
usat :/picture-gallery/travel/flights/2014/08/19/frontier-airlines-debuts-at-washington-dulles/14301
usat :/story/travel/destinations/10greatplaces/2014/09/26/national-state-park-forest-woods/16207801/
usat :/picture-gallery/travel/flights/2013/02/11/new-a380-concourse-opens-at-dubai-airport/1909213/
usat :/story/todayinthesky/2014/09/11/fortunes-sour-for-regional-airlines-as-majors-prosper/15437841
usat :/picture-gallery/travel/destinations/2014/08/20/best-things-to-see-and-do-in-los-alamos-nm/142
usat :/traveltips.usatoday.com/top-10-beaches-san-diego-area-19148.html
usat :/story/todayinthesky/2014/09/02/flight-diverted-reclining-seat/14955959/
usat :/media/cinematic/gallery/1571043/top-10-travel-stories/
usat :/picture-gallery/travel/destinations/10greatplaces/2014/08/07/city-visitors-find-campgrounds-a
usat :/story/todayinthesky/2014/08/06/united-airlines-777-diverts-to-halifax-after-gallery-fire/1366
usat :/picture-gallery/travel/flights/2013/01/23/the-worlds-dreamliner-fleet/1855861/
usat :/traveltips.usatoday.com/time-vacation-cancun-12434.html
usat :/story/travel/destinations/2013/01/23/affordable-caribbean-islands-dominican-republic-jamaica-
usat :/picture-gallery/travel/cruises/2014/01/13/photo-tour-norwegian-getaway-launch/4450807/
usat :/videos/travel/2014/08/27/14675391/
usat :/videos/travel/advice/2014/08/12/13941569/
usat :/story/todayinthesky/2014/07/14/boeing-to-pack-fliers-tight-on-high-density-737-model/12646221
usat :/primary-flex/picture-gallery/travel/hotels/2014/08/05/asian-hotels-push-the-luxe-envelope/135
usat :/story/cruiselog/2014/08/20/cruise-ship-tours-scenic-gem/14326145/
usat :/traveltips.usatoday.com/americans-need-passport-travel-bahamas-jamaica-106304.html
usat :/story/travel/destinations/2014/09/22/ken-burns-redwood-sequoia-national-park/16038683/
usat :/picture-gallery/travel/destinations/2014/06/05/photo-tour-beautiful-washington/9775959/
usat :/traveltips.usatoday.com/step-by-step-first-time-air-travel-guide-12490.html
usat :/story/cruiselog/2014/10/14/carnival-cruise-vista-keel/17259449/
usat :/story/travel/flights/2014/09/15/more-stressful-flight-experience-leads-to-less-civility-on-fl
usat :/media/cinematic/gallery/11253415/
usat :/story/todayinthesky/2014/10/08/ebola-and-air-travel-what-to-expect/16923229/
usat :/media/cinematic/gallery/14298369/
usat :/story/travel/destinations/2014/09/18/fall-destinations/15778031/
usat :/story/cruiselog/2014/08/18/deal-watch-royal-caribbean/14220505/
usat :/traveltips.usatoday.com/ten-beaches-georgia-100961.html
usat :/traveltips.usatoday.com/out-passport-number-passport-61907.html
usat :/traveltips.usatoday.com/toiletries-can-airplane-61854.html
usat :/story/travel/columnist/seaney/2014/09/23/thanksgiving-flight-deal/16056257/
usat :/traveltips.usatoday.com/average-cost-rental-car-100390.html
usat :/traveltips.usatoday.com/countries-require-six-months-passport-validity-100788.html
usat :/picture-gallery/travel/destinations/2014/06/27/photo-tour-beautiful-maine/10065381/
usat :/traveltips.usatoday.com/id-required-domestic-air-travel-minors-61428.html
usat :/traveltips.usatoday.com/early-should-arrive-international-flights-62086.html
usat :/story/travel/destinations/10greatplaces/2014/10/03/historic-bar-tavern-pub/16580769/
usat :/picture-gallery/travel/2013/03/01/coolest-mcdonalds-restaurant-designs-around-the-world/19577
usat :/story/cruiselog/2014/07/24/disney-wonder-alaska-cruise-video/13084913/
usat :/picture-gallery/travel/destinations/2014/03/27/beautiful-texas-photos-of-the-lone-star-state/
usat :/story/todayinthesky/2014/08/14/heavy-landing-as-pilots-artificial-arm-becomes-detached/140499
usat :/story/cruiselog/2014/09/23/crystal-cruises-to-change-dress-code/16093281/
usat :/story/travel/columnist/mcgee/2014/07/29/rental-car-recall-policy/13280243/
usat :/story/travel/destinations/10greatplaces/2014/08/29/roller-coasters/14737467/
usat :/traveltips.usatoday.com/time-weather-travel-caribbean-24519.html
usat :/story/travel/columnist/cox/2014/08/24/cargo-planes-late-night-air-traffic/14258707/
usat :/travel/travel-agents/
usat :/picture-gallery/travel/flights/2014/01/17/the-airbus-beluga-worlds-oddest-looking-airplane/45
usat :/story/travel/columnist/cox/2014/08/31/parallel-runway-landings-miminum-horizontal-separation/
usat :/story/cruiselog/2014/09/02/norwegian-cruise-oceania-regent/14954771/
usat :/picture-gallery/travel/hotels/2014/07/29/hotels-with-storied-pasts/13320635/
usat :/traveltips.usatoday.com/pop-unplug-ears-after-flying-61864.html
usat :/story/cruiselog/2014/09/26/scenic-river-cruise-seine/14446193/
usat :/traveltips.usatoday.com/trip-cancellation-united-airlines-policy-108137.html
usat :/story/travel/destinations/2014/08/21/oceanfront-city-town/14331065/
usat :/picture-gallery/travel/destinations/10greatplaces/2014/06/19/epic-outdoor-adventures-across-t
usat :/traveltips.usatoday.com/carry-prescription-medication-flights-61371.html
usat :/story/travel/columnist/hobica/2013/10/22/business-first-class-differences-best-airline/314423
usat :/picture-gallery/travel/destinations/10greatplaces/2014/05/29/10-best-lighthouses-around-the-u
usat :/story/travel/destinations/2014/09/25/travel-agents/16221261/
usat :/primary-flex/picture-gallery/travel/2013/10/11/photos-the-week-in-travel/1571043/
usat :/story/todayinthesky/2014/09/15/frontier-launches-first-of-7-ohare-routes-with-29-fares/156366
usat :/traveltips.usatoday.com/difference-between-business-class-first-class-21078.html
usat :/videos/travel/destinations/2014/08/11/13729235/
usat :/picture-gallery/travel/destinations/2013/11/29/the-best-pizzas-in-america/3785321/
usat :/story/travel/news/2014/08/28/unruly-passengers-flight/14724811/
usat :/story/travel/columnist/seaney/2014/08/12/best-time-to-buy-plane-tickets/13903351/
usat :/traveltips.usatoday.com/book-hotel-room-credit-card-2973.html
usat :/traveltips.usatoday.com/rent-car-under-25-61224.html
usat :/story/dispatches/2014/08/04/conde-nast-traveler-friendliest-unfriendliest-cities/13577157/
usat :/traveltips.usatoday.com/reset-samsonite-3digit-builtin-combination-lock-61343.html
usat :/story/dispatches/2014/08/07/vienna-austria/12976305/
usat :/
usat :/story/travel/flights/2014/08/12/virgin-ceo-richard-branson-on-travel/13904881/
usat :/videos/travel/destinations/2014/08/18/13226007/
usat :/picture-gallery/travel/destinations/2014/03/13/beautiful-pennsylvania/6252831/
usat :/story/travel/news/2014/09/08/tsa-caterers-airlines-unite-here/15286633/
usat :/travel/cruises/allure-of-the-seas/gallery/living_large_-_cabins_on_royal_caribbeans_allure_of
usat :/traveltips.usatoday.com/time-year-visit-machu-picchu-12557.html
usat :/traveltips.usatoday.com/rental-car-size-guide-107293.html
usat :/traveltips.usatoday.com/list-six-flags-parks-41065.html
usat :/story/travel/news/2014/08/31/iceland-volcano-alert-travel/14897523/
usat :/story/travel/destinations/2014/10/09/fall-autumn-destinations/16919575/
usat :/picture-gallery/travel/hotels/2013/10/23/best-all-inclusive-resorts/2901105/
usat :/traveltips.usatoday.com/open-combination-lock-samsonite-suitcase-61011.html
usat :/picture-gallery/travel/destinations/2013/11/23/the-worlds-most-expensive-restaurants/3684429/
usat :/traveltips.usatoday.com/backpack-through-europe-50-day-103319.html
usat :/traveltips.usatoday.com/united-airlines-international-baggage-limits-107409.html
usat :/story/travel/destinations/2014/09/19/vacationships-dating-love-travel/15664157/
usat :/story/travel/advice/2014/08/12/work-your-perks-items-missing-from-hotel-room/13941387/
usat :/picture-gallery/travel/columnist/greatamericanbites/2014/09/03/fill-er-up-get-tasty-texas-bar
usat :/traveltips.usatoday.com/tsa-carryon-rules-prescription-drugs-61960.html
usat :/traveltips.usatoday.com/places-passport-photo-taken-61534.html
usat :/picture-gallery/travel/columnist/greatamericanbites/2014/07/23/birminghams-rib-it-up-is-a-mus
usat :/traveltips.usatoday.com/10-restaurants-greensboro-north-carolina-50050.html
usat :/story/travel/columnist/cox/2014/09/21/airplane-pilot/15898573/
usat :/story/travel/advice/2012/12/12/10-packing-tips-every-traveler-should-know/1764207/
usat :/story/todayinthesky/2014/05/14/jetblue-paints-an-airbus-a320-with-the-binary-code/9088891/
usat :/story/travel/news/2014/07/22/malaysia-airlines-recorders-black-boxes-investigation/13012551/
usat :/story/travel/columnist/cox/2014/07/07/cross-check-flight-attendants-duties/12290151/
usat :/story/travel/hotels/2014/08/06/best-luxury-asian-hotels/13484319/
usat :/travel/flights/gallery/ethiopian_airlines_is_third_in_world_to_fly_dreamliner
usat :/traveltips.usatoday.com/fun-things-los-angeles-san-francisco-14664.html
usat :/story/travel/destinations/10greatplaces/2014/10/10/concert-music-venues/16974221/
usat :/traveltips.usatoday.com/10-tallest-mountains-east-mississippi-104158.html
usat :/story/travel/news/2014/08/07/homeless-woman-stowaway-los-angeles/13736983/
usat :/story/todayinthesky/2014/08/21/united-hopes-promise-of-hot-meal-can-win-back-top-fliers/14383
usat :/story/todayinthesky/2014/09/08/british-airways-to-upgrade-747-fleet/15259073/
usat :/traveltips.usatoday.com/transfer-between-jfk-laguardia-airports-103411.html
usat :/traveltips.usatoday.com/travel-long-distances-cat-1606.html
usat :/traveltips.usatoday.com/top-10-haunted-houses-around-atlanta-57075.html
usat :/story/travel/columnist/cox/2014/10/12/boeing-737/17036931/
usat :/picture-gallery/travel/destinations/10greatplaces/2014/07/11/10-best-us-monuments-and-landmar
usat :/traveltips.usatoday.com/need-cross-border-tijuana-san-diego-15685.html
usat :/traveltips.usatoday.com/dimensions-space-under-airline-seats-62378.html
usat :/picture-gallery/travel/destinations/2014/02/19/beautiful-wyoming-30-picture-perfect-images/55
usat :/story/travel/columnist/cox/2014/07/27/tailwinds-jetstream-flight-times/13196309/
usat :/traveltips.usatoday.com/top-five-largest-malls-us-104423.html
usat :/story/cruiselog/2014/08/06/cruise-ship-tours-diamond-princess/13598727/
usat :/traveltips.usatoday.com/resort-casual-wear-61444.html
usat :/traveltips.usatoday.com/things-disqualify-getting-passport-105724.html
usat :/picture-gallery/travel/destinations/2013/07/02/top-secret-swimming-holes/2481185/
usat :/traveltips.usatoday.com/buy-open-ended-airline-ticket-100041.html
usat :/traveltips.usatoday.com/can-electric-razor-luggage-plane-107389.html
usat :/story/travel/destinations/2014/08/08/swim-with-sharks/13724573/
usat :/traveltips.usatoday.com/documents-needed-between-canada-usa-car-21162.html
usat :/traveltips.usatoday.com/kids-need-id-during-air-travel-61747.html
usat :/traveltips.usatoday.com/can-permanent-resident-travel-europe-visa-108350.html
